"Expense Amount","Montant des dépenses",""
"Expense Details","Détails des dépenses",""
"Linked Invoices","Factures liées",""
"Modes of Payment","Modes de paiement",""
"POS Closing Voucher","Bon de clôture du point de vente",""
"POS Profile","Profil PDV",""
"Payment Reconciliation","Réconciliation des paiements",""
"Period End Date","Date de fin de la période",""
"Period Start Date","Date de début de la période",""
"Sales Invoices Summary","Récapitulatif des factures de vente",""
"Total Collected Amount","Montant total collecté",""
"Collected Amount","Montant collecté",""
"Expected Amount","Montant prévu",""
"POS Closing Voucher Details","Détail du bon de clotûre du PDV",""
"POS Closing Voucher Invoices","Factures du bon de clôture du PDV",""
"Quantity of Items","Quantité d'articles",""
"POS Closing Voucher Taxes","Taxes du bon de clotûre du PDV",""
"Rate","Prix unitaire","context"
"POS Customer Group","Groupe Clients PDV",""
"Default Value","Valeur par défaut",""
"Fieldtype","Type de champ",""
"Mandatory","Obligatoire",""
"Options","Options",""
"POS Field","Champ du point de vente",""
"Read Only","Lecture seule",""
"POS Item Group","Groupe d'articles PDV",""
"Account for Change Amount","Compte pour le rendu de monnaie",""
"Allow Delete","Autoriser la suppression",""
"Allow Print Before Pay","Autoriser l'impression avant la paie",""
"Allow user to edit Discount","Autoriser l'utilisateur à modifier la remise",""
"Allow user to edit Rate","Autoriser l'utilisateur à modifier le Taux",""
"Applicable for Users","Applicable aux Utilisateurs",""
"Apply Discount On","Appliquer Réduction Sur",""
"Customer Groups","Groupes de Clients",""
"Display Items In Stock","Afficher les articles en stock",""
"Item Groups","Groupes d'articles",""
"Only show Customer of these Customer Groups","N'afficher que les clients de ces groupes de clients",""
"Only show Items from these Item Groups","N'afficher que les articles de ces groupes d'articles",""
"Print Format for Online","Format d'Impression en Ligne",""
"Sales Invoice Payment","Paiement de la Facture de vente",""
"Update Stock","Mettre à Jour le Stock",""
"Write Off Cost Center","Centre de coûts des Reprises",""
"[Select]","[Choisir]",""
"POS Profile User","Utilisateur du profil PDV",""
"POS Settings","Paramètres du point de vente",""
"Code","Code",""
"Package Code","Code de colis",""
"Actual Batch Quantity","Quantité en lot réelle",""
"Packed Item","Article Emballé",""
"Parent Detail docname","Nom de Document du Détail Parent",""
"Parent Item","Article Parent",""
"Prevdoc DocType","DocPréc DocType",""
"To Warehouse (Optional)","À l'Entrepôt (Facultatif)",""
"From Package No.","Du n° de colis",""
"Generate packing slips for packages to be delivered. Used to notify package number, package contents and its weight.","Générer les bordereaux des colis à livrer. Utilisé pour indiquer le numéro de colis, le contenu et son poids.",""
"Get Items","Obtenir les articles",""
"Gross Weight","Poids brut",""
"Gross Weight UOM","Unité de mesure du poids brut",""
"Identification of the package for the delivery (for print)","Identification de l'emballage pour la livraison (pour l'impression)",""
"If more than one package of the same type (for print)","Si plus d'un colis du même type (pour l'impression)",""
"Indicates that the package is a part of this delivery (Only Draft)","Indique que le colis est une partie de cette livraison (Brouillons Seulement)",""
"Item Manager","Gestionnaire d'article","context"
"MAT-PAC-.YYYY.-","MAT-PAC-.YYYY.-",""
"Net Weight","Poids net",""
"Net Weight UOM","Unité de mesure poids net",""
"Package Weight Details","Détails du poids du colis",""
"Packing Slip","Bordereau de Colis",""
"The gross weight of the package. Usually net weight + packaging material weight. (for print)","Le poids brut du colis. Habituellement poids net + poids du matériau d'emballage. (Pour l'impression)",""
"The net weight of this package. (calculated automatically as sum of net weight of items)","Le poids net de ce paquet. (Calculé automatiquement comme la somme du poids net des articles)",""
"To Package No.","Au n° de colis",""
"DN Detail","Détail du Bon de livraison",""
"Net Weight","Poids Net","context"
"Packing Slip Item","Article Emballé",""
"Party Account","Compte de Tiers",""
"Account Paid From","Compte Payé Du",""
"Account Paid To","Compte Payé Au",""
"Allocate Payment Amount","Allouer le montant du paiement",""
"Cheque/Reference Date","Chèque/Date de Référence",""
"Cheque/Reference No","Chèque/N° de référence",""
"Company Bank Account","Compte bancaire de la société",""
"Deductions or Loss","Déductions ou Perte",""
"Difference Amount (Company Currency)","Écart de montant (Devise de la Société)",""
"Get Outstanding Invoice","Obtenir les factures en attente",""
"Initiated","Initié",""
"Internal Transfer","Transfert Interne",""
"PE-","PE-",""
"Paid Amount (Company Currency)","Montant payé (Devise Société)",""
"Party Bank Account","Compte bancaire du tiers",""
"Pay","Payé",""
"Payment Deductions or Loss","Déductions sur le Paiement ou Perte",""
"Payment From / To","Paiement De / À",""
"Payment Order Status","Statut de l'ordre de payment",""
"Payment Ordered","Paiement commandé",""
"Payment References","Références de Paiement",""
"Receive","Reçu",""
"Received Amount","Montant Reçu",""
"Received Amount (Company Currency)","Montant Reçu (Devise Société)",""
"Reconciled","Rapproché","context"
"Set Exchange Gain / Loss","Définir le change Gain / Perte",""
"Total Allocated Amount","Montant Total Alloué",""
"Total Allocated Amount (Company Currency)","Montant Total Alloué (Devise Société)",""
"Type of Payment","Type de Paiement",""
"Unreconciled","Non rapproché","context"
"Write Off Difference Amount","Montant de la Différence de la Reprise",""
"Writeoff","Écrire",""
"Payment Entry Deduction","Déduction d’Écriture de Paiement",""
"Allocated","Alloué",""
"Outstanding","Solde",""
"Payment Entry Reference","Référence d’Écriture de Paiement",""
"Payment Term","Terme de paiement",""
"Supplier Invoice No","N° de Facture du Fournisseur",""
"Default Payment Request Message","Message de Demande de Paiement par Défaut",""
"Message Examples","Exemples de messages",""
"Payment Gateway","Passerelle de paiement",""
"Payment Gateway Account","Compte Passerelle de Paiement",""
"PMO-","PMO-",""
"Payment Order Reference","Référence de l'ordre de paiement",""
"Payment Order Type","Type d'ordre de paiement",""
"Payment Request","Demande de Paiement",""
"Bank Account Details","Détails de compte en banque",""
"Payment Reference","Référence de paiement",""
"Bank / Cash Account","Compte bancaire / de caisse",""
"From Invoice Date","Date de la facture à partir du",""
"Get Unreconciled Entries","Obtenir les écritures non rapprochées",""
"Invoice/Journal Entry Details","Détails des facture / écritures de journal",""
"Limit","Limite",""
"Maximum Invoice Amount","Montant maximal de la facture",""
"Minimum Invoice Amount","Montant minimum de facturation",""
"Payments","Paiements",""
"Receivable / Payable Account","Compte débiteur / créditeur",""
"Reconcile","Réconcilier",""
"System will fetch all the entries if limit value is zero.","Le système va récupérer toutes les écritures si la valeur limite est zéro",""
"To Invoice Date","Date de la facture jusqu'au",""
"Unreconciled Payment Details","Détails des paiements non rapprochés",""
"Invoice Date","Date de la facture","context"
"Invoice Number","Numéro de facture",""
"Invoice Type","Type de facture","context"
"Payment Reconciliation Invoice","Lise de facture pour la réconciliation des paiements",""
"Purchase Invoice","Facture d’achat","context"
"Difference Account","Compte d’écart",""
"Is Advance","Est une avance","context"
"Payment Reconciliation Payment","Liste de paiements pour la réconciliation des paiements",""
"Reference Row","Ligne de référence",""
"Amount in company currency","Montant dans la devise de la société",""
"Amount in transaction currency","Montant dans la devise de la transaction",""
"Attachment Print Format","Format d'impression de la pièce jointe",""
"Do not create a payment link","Ne pas créer de lien de paiement",""
"Fee Amount","Montant des frais",""
"Fees included in the total amount","Frais inclus dans le montant total",""
"Make Sales Invoice","Faire des Factures de Vente",""
"Message Template","Modèle de message",""
"Mute Email","Ne pas envoyer d'email",""
"PR","PR",""
"Payment Gateways","Passerelles de paiement",""
"Payment Gateways Template","Modèle de passerelles de paiement",""
"Payment Key","Clé de paiement",""
"Recipient Message And Payment Details","Email et détails de paiement",""
"Selected Payment Gateway","Passerelle de paiement sélectionnée",""
"Transaction Currency","Devise de la Transaction",""
"Transaction Details","détails de la transaction",""
"payment_url","payment_url",""
"Invoice Portion","Pourcentage de facturation",""
"Payment Amount","Montant du paiement",""
"Payment Schedule","Calendrier de paiement",""
"Credit Days","Jours de Crédit",""
"Credit Months","Mois de crédit",""
"Day(s) after invoice date","Jour (s) après la date de la facture",""
"Day(s) after the end of the invoice month","Jour (s) après la fin du mois de facture",""
"Due Date Based On","Date d'échéance basée sur",""
"Month(s) after the end of the invoice month","Mois (s) après la fin du mois de la facture",""
"Payment Term Name","Nom du terme de paiement",""
"Allocate Payment Based On Payment Terms","Allouer le paiement sur la base des termes de paiement",""
"If this checkbox is checked, paid amount will be splitted and allocated as per the amounts in payment schedule against each payment term","Si cette case est cochée, le montant payé sera divisé et alloué selon l'allocation prévue dans les termes de paiement",""
"Payment Terms","Termes de paiement",""
"Payment Terms Template","Modèle de termes de paiement",""
"Payment Terms Template Detail","Détail du modèle de conditions de paiement",""
"Payroll Employee Detail","Détails de la paie de l'employé",""
"Bimonthly","Bimensuel",""
"Deduct Tax For Unclaimed Employee Benefits","Déduire la taxe pour les avantages sociaux des employés non réclamés",""
"Deduct Tax For Unsubmitted Tax Exemption Proof","Déduire la taxe pour toute preuve d'exemption de taxe non soumise",""
"Employee Details","Détails des employés",""
"Employees","Employés",""
"Fortnightly","Bimensuel",""
"Number Of Employees","Nombre d'employés",""
"Payroll Frequency","Fréquence de la Paie",""
"Salary Slip Based on Timesheet","Fiche de Paie basée sur la Feuille de Temps",""
"Salary Slips Created","Bon de salaire créé",""
"Salary Slips Submitted","Slips Slips Soumis",""
"Select Employees","Sélectionner les Employés","context"
"Select Payment Account to make Bank Entry","Sélectionner Compte de Crédit pour faire l'Écriture Bancaire",""
"Select Payroll Period","Sélectionner la Période de Paie",""
"Validate Attendance","Valider la présence",""
"Payroll Periods","Périodes de paie",""
"Taxable Salary Slabs","Paliers de salaire imposables","context"
"Payroll Period Date","Date de la période de paie",""
"Closing Account Head","Compte de clôture",""
"Closing Fiscal Year","Clôture de l'Exercice",""
"Period Closing Voucher","Bon de Clôture de la Période",""
"The account head under Liability or Equity, in which Profit/Loss will be booked","Le titre du compte de Passif ou de Capitaux propres, dans lequel les Bénéfices/Pertes seront comptabilisés",""
"Delivery","Livraison",""
"Delivery against Sales Order","Livraison pour un bon de commande",""
"Get Item Locations","Obtenir les localisations des articles",""
"Item Locations","Localisation des articles",""
"Items under this warehouse will be suggested","Les articles de cet entrepôt seront suggérés",""
"Material Transfer for Manufacture","Transfert de matériel pour la production",""
"Parent Warehouse","Entrepôt parent",""
"Qty of Finished Goods Item","Qté d'articles de produits finis",""
"Qty of raw materials will be decided based on the qty of the Finished Goods Item","La qté de matières premières sera défnie sur la base de la qté d'articles de produits finis",""
"STO-PICK-.YYYY.-","STO-PICK-.YYYY.-",""
"Material Request Item","Article de demande de matériel","context"
"Pick List Item","Article de liste de sélection",""
"Picked Qty","Qté sélectionnée",""
"Sales Order Item","Article de la Commande Client","context"
"Serial No and Batch","N° de série et lot",""
"Stock UOM","Unité de mesure du Stock","context"
"Link a new bank account","Lier un nouveau compte bancaire",""
"Plaid Client ID","ID client Plaid",""
"Plaid Environment","Environnement Plaid",""
"Plaid Public Key","Clé publique Plaid",""
"Plaid Secret","Secret Plaid",""
"Plaid Settings","Paramètres Plaid",""
"Synchronize all accounts every hour","Synchroniser tous les comptes toutes les heures",""
"development","development",""
"production","production",""
"sandbox","sandbox",""
"Portal Payment Gateways","Passerelles de paiement du portail",""
"Portal Payment Gateways Template","Modèle de passerelles de paiement du portail",""
"Applicable for Countries","Applicable pour les Pays",""
"Price List Master","Données de Base des Listes de Prix",""
"Price List Name","Nom de la Liste de prix",""
"Price Not UOM Dependent","Prix indépendant d'une unité de mesure",""
"Price List Country","Pays de la Liste des Prix",""
"Advanced Settings","Paramètres avancés",""
"Applicable For","Applicable Pour",""
"Apply Discount On","Appliquer la réduction sur","context"
"Apply Discount on Rate","Appliquer une remise sur le prix unitaire",""
"Apply Multiple Pricing Rules","Appliquer plusieurs règles de tarification",""
"Apply On","Appliquer sur",""
"Apply Rule On Brand","Appliquer cette règle sur une marque",""
"Apply Rule On Item Code","Appliquer cette règle sur un code d'article",""
"Apply Rule On Item Group","Appliquer cette règle sur un groupe d'article",""
"Apply Rule On Other","Appliquer la règle sur un autre élément",""
"Conditions will be applied on all the selected items combined. ","Les conditions seront appliquées sur tous les éléments sélectionnés combinés",""
"Coupon Code Based","Sur la base d'un code promotionnel",""
"Disable","Désactiver","context"
"Discount Percentage","Remise en pourcentage",""
"Discount on Other Item","Remise sur un autre élément",""
"Discount on Price List Rate (%)","Remise sur la liste des prix (%)",""
"For Price List","Pour la liste de prix",""
"Free Item","Article gratuit",""
"Higher the number, higher the priority","Plus le nombre est grand, plus la priorité est haute",""
"Is Cumulative","Est cumulatif",""
"Item Code","Code de l'article","context"
"Margin","Marge",""
"Margin Rate or Amount","Taux de marge ou montant","context"
"Margin Type","Type de marge","context"
"Max Amt","Montant maximum",""
"Max Qty","Qté maximum",""
"Min Amt","Montant minimum",""
"Min Qty","Qté minimum",""
"Mixed Conditions","Conditions mixtes",""
"Party Information","Informations additionnelles",""
"Period Settings","Paramètres de la période",""
"Price","Prix",""
"Price Discount Scheme","Schéma de remise sur le prix",""
"Price or Product Discount","Remise sur le prix ou en produits",""
"Pricing Rule Help","Aide pour les règles de tarification",""
"Product","Produit",""
"Product Discount Scheme","Schéma de remise en produits",""
"Promotional Scheme","Schéma promotionnel",""
"Promotional Scheme Id","ID de schéma promotionnel",""
"Quantity and Amount","Quantité et montant",""
"Rate","Prix unitaire","context"
"Rate or Discount","Prix unitaire ou réduction",""
"Rule Description","Description de la règle",""
"Sales Partner","Partenaire commercial","context"
"Same Item","Article identique",""
"System will notify to increase or decrease quantity or amount ","Le système notifiera s'il faut augmenter ou diminuer la quantité ou le montant",""
"Threshold for Suggestion","Seuil de suggestion",""
"Valid From","Valide à Partir de","context"
"Valid Upto","Valide Jusqu'au","context"
"Validate Applied Rule","Valider la règle appliquée",""
"Pricing Rule Brand","Marque de la règle de tarification",""
"Child Docname","Nom du document enfant",""
"Item Code","Code de l'article","context"
"Margin Type","Type de marge","context"
"Rule Applied","Règle appliquée",""
"Item Code","Code de l'article","context"
"Pricing Rule Item Code","Code de l'article de la règle de tarification",""
"Pricing Rule Item Group","Groupe d'article de la règle de tarification",""
"Service End Date","Date de fin du service",""
"Service Start Date","Date de début du service",""
"Aggregate group of **Items** into another **Item**. This is useful if you are bundling a certain **Items** into a package and you maintain stock of the packed **Items** and not the aggregate **Item**. 

The package **Item** will have ""Is Stock Item"" as ""No"" and ""Is Sales Item"" as ""Yes"".

For Example: If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.

Note: BOM = Bill of Materials","Regroupement d' **Articles** dans un autre **Article**. Ceci est utile si vous regroupez certains **Articles** dans un lot et que vous maintenez l'inventaire des **Articles** du lot et non de l'**Article** composé. L'**Article** composé aura ""Article En Stock"" à ""Non"" et ""Article À Vendre"" à ""Oui"". Exemple : Si vous vendez des Ordinateurs Portables et Sacs à Dos séparément et qu'il y a un prix spécial si le client achète les deux, alors l'Ordinateur Portable + le Sac à Dos sera un nouveau Produit Groupé. Remarque: LDM = Liste
Des Matériaux",""
"List items that form the package.","Liste des articles qui composent le paquet.",""
"Product Bundle","Ensemble de Produits",""
"Product Bundle Item","Article d'un Ensemble de Produits",""
"Rate","Prix unitaire","context"
"Completed","Terminé","context"
"Download Materials Required","Télécharge les matériaux requis",""
"Download Required Materials","Télécharger les matériaux nécessaires",""
"Filters","Filtres",""
"Get Items For Work Order","Obtenir des articles pour l'ordre de travail",""
"Get Items From","Obtenir les articles depuis",""
"Get Material Request","Obtenir la Demande de matériel",""
"Get Raw Materials For Production","Obtenir des matières premières pour la production",""
"Get Sales Orders","Obtenir les Commandes Client",""
"If enabled, then system will create the material even if the raw materials are available","Si coché, le système créera le matériaux même si les matières premières ne sont pas disponible",""
"Ignore Existing Projected Quantity","Ignorer les quantités projetées en cours",""
"Include Non Stock Items","Inclure les articles non stockés",""
"Include Subcontracted Items","Inclure les articles sous-traités",""
"MFG-PP-.YYYY.-","MFG-PP-.AAAA.-",""
"Material Request Detail","Détail de la demande de matériel",""
"Material Request Planning","Planification des demandes de matériel",""
"Material Requested","Matériel demandé",""
"Material Requests","Les Demandes de Matériel",""
"Not Started","Non Commencé",""
"Projected Qty Formula","Formule de quantité projetée",""
"Sales Orders","Commandes Clients",""
"Sales Orders Detail","Détail des bons de commandes client",""
"Select Items to Manufacture","Sélectionner les articles à produire",""
"To know more about projected quantity, <a href=""https://erpnext.com/docs/user/manual/en/stock/projected-quantity"" style=""text-decoration: underline;"" target=""_blank"">click here</a>.","Pour en savoir plus sur les quantités projetés, <a href=""https://erpnext.com/docs/user/manual/en/stock/projected-quantity"" style=""text-decoration: underline;"" target=""_blank"">cliquez ici</a>.",""
"Total Planned Qty","Quantité totale prévue",""
"Total Produced Qty","Quantité totale produite",""
"Warehouses","Entrepôts",""
"If enabled, system will create the work order for the exploded items against which BOM is available.","Si activé, le système créera un ordre de travail pour les articles explosés liés à une liste de matériaux",""
"Include Exploded Items","Inclure les articles éclatés",""
"Make Work Order for Sub Assembly Items","Faire un ordre de travail pour des articles de sous-assemblage",""
"Ordered Qty","Qté Commandée",""
"Pending Qty","Qté en Attente",""
"Planned Start Date","Date de Début Prévue",""
"Produced Qty","Quantité produite",""
"Production Plan Item","Article du Plan de Production",""
"Quantity and Description","Quantité et description",""
"material_request_item","article_demande_de_materiel",""
"Material Request Date","Date de la Demande de matériel",""
"Production Plan Material Request","Demande de matériel du Plan de Production",""
"Production Plan Sales Order","Commande Client du Plan de Production",""
"Sales Order Date","Date de la Commande Client",""
"Enable Attribute Filters","Autoriser les filtres d'attributs",""
"Enable Field Filters","Autoriser les filtres de champ",""
"Hide Variants","Cacher les variantes",""
"Home Page is Products","La Page d'Accueil est Produits",""
"If checked, the Home page will be the default Item Group for the website","Si cochée, la page d'Accueil pour le site sera le Groupe d'article par défaut",""
"Item Fields","Champs d'article",""
"Product Page","Page produit",""
"Products Settings","Paramètres des Produits",""
"Products per Page","Produits par page",""
"Show Availability Status","Afficher l'état de la disponibilité",""
"% Complete Method","Méthode de calcul de l'avancement",""
"% Completed","% terminés",""
"Actual End Date","Date de fin réelle","context"
"Actual Start Date","Date de début réelle","context"
"Actual Time (in Hours)","durée réelle (en heures)",""
"Collect Progress","Envoyer des emails de suivi d'avancement",""
"Completed","Terminé","context"
"Copied From","Copié depuis",""
"Costing and Billing","Coûts et facturation",""
"Day to Send","Jour d'envoi",""
"Default Cost Center","Centre de coûts par défaut","context"
"Estimated Cost","Coût estimé",""
"Expected End Date","Date de fin prévue",""
"Expected Start Date","Date de début prévue",""
"First Email","Premier email",""
"Frequency To Collect Progress","Fréquence d'envoi des emails de suivi de l'avancement",""
"From Time","Horaire de début","context"
"GitHub Sync ID","GitHub Sync ID",""
"Gross Margin","Marge brute",""
"Gross Margin %","Marge brute %",""
"Holiday List","Liste de vacances","context"
"Hourly","Toutes les heures",""
"Message will be sent to the users to get their status on the Project","Un message sera envoyé aux utilisateurs pour leur donner le statut du projet",""
"Message will sent to users to get their status on the project","Un message sera envoyé aux utilisateurs pour obtenir leur statut d'avancement du projet",""
"Monitor Progress","Suivre l'avancement",""
"Project Name","Nom du projet",""
"Project Type","Type de projet",""
"Project will be accessible on the website to these users","Le projet sera accessible sur le site web pour ces utilisateurs",""
"Projects Manager","Chef de projet",""
"Projects User","Intervenant de projets","context"
"Second Email","Deuxième email",""
"Start and End Dates","Dates de début et de fin",""
"Task Completion","Nombre de tâche terminées",""
"Task Progress","Avancement des tâche",""
"Task Weight","Poids de la tâche","context"
"Time to send","Heure d'envoi",""
"Total Billable Amount (via Timesheets)","Montant total facturable (via les feuilles de temps)",""
"Total Billed Amount (via Sales Invoices)","Montant total facturé (via les factures de vente)",""
"Total Consumed Material Cost  (via Stock Entry)","Coût total du matériel consommé (via écritures de stock)",""
"Total Costing Amount (via Timesheets)","Montant total des coûts (via les feuilles de temps)",""
"Total Expense Claim (via Expense Claims)","Total des notes de frais (via les notes de frais)",""
"Total Purchase Cost (via Purchase Invoice)","Coût d'Achat Total (via les factures d'achat)",""
"Total Sales Amount (via Sales Order)","Montant total des ventes (via les commandes client)",""
"Twice Daily","Deux fois par jour",""
"Project Template","Modèle de projet",""
"Project Type","Type de Projet","context"
"Begin On (Days)","Démarre le (jours)",""
"Duration (Days)","Durée (jour)",""
"Project Template Task","Tâche de modèle de projet",""
"Project Type","Type de Projet","context"
"Projects Manager","Chef de Projet","context"
"Project Update","Mise à jour du projet",""
"Project Status","Statut du Projet",""
"Project User","Utilisateur du Projet",""
"View attachments","Voir les pièces jointes",""
"Welcome email sent","Email de bienvenue envoyé",""
"Ignore Employee Time Overlap","Ignorer les chevauchements de temps des employés",""
"Ignore User Time Overlap","Ignorer les chevauchements de temps des utilisateurs",""
"Ignore Workstation Time Overlap","Ignorer les chevauchements de temps des stations de travail",""
"Projects Settings","Paramètres des Projets",""
"Timesheets","Feuilles de Temps",""
"Apply On","Appliquer Sur","context"
"Disable","Désactiver","context"
"Price Discount Slabs","Règles de remise sur le prix",""
"Product Discount Slabs","Règles de remise en produits",""
"Promotional Scheme Price Discount","Remise sur le prix du schéma promotionnel",""
"Promotional Scheme Product Discount","Remise en produits du schéma promotionnel",""
"Valid From","Valide à Partir de","context"
"Valid Upto","Valide Jusqu'au","context"
"Apply Discount on Rate","Appliquer la remise sur le prix unitaire","context"
"Disable","Désactiver","context"
"Discount Percentage","Remise en Pourcentage","context"
"Discount Type","Type de remise",""
"Max Qty","Qté Max","context"
"Min Amount","Montant minimum",""
"Min Qty","Qté Min","context"
"Rate","Prix unitaire","context"
"Disable","Désactiver","context"
"Max Qty","Qté Max","context"
"Min Qty","Qté Min","context"
"Rate","Prix unitaire","context"
"Accounting Dimensions ","Dimensions comptables",""
"Advance Payments","Paiements Anticipés","context"
"Against Expense Account","Pour le Compte de Charges",""
"Apply Tax Withholding Amount","Appliquer le montant de la retenue d'impôt",""
"Cash/Bank Account","Compte Caisse/Banque",""
"Credit To","À Créditer",""
"Debit Note Issued","Notes de Débit Émises",""
"End date of current invoice's period","Date de fin de la période de facturation en cours",""
"Get Advances Paid","Obtenir Acomptes Payés",""
"Hold Invoice","Facture en attente",""
"Inter Company Invoice Reference","Référence de facture inter-sociétés",""
"Is Internal Supplier","Est un fournisseur interne",""
"Is Paid","Est Payé","context"
"Is Return (Debit Note)","Est une note de débit",""
"Once set, this invoice will be on hold till the set date","Une fois définie, cette facture sera mise en attente jusqu'à la date fixée",""
"PINV-","PINV-",""
"PINV-RET-","PINV-RET",""
"Party Account Currency","Devise du Compte de Tiers",""
"Price List Currency","Devise de la Liste de prix","context"
"Pricing Rule Detail","Détail de la règle de tarification","context"
"Pricing Rules","Règles de tarification","context"
"Purchase Taxes and Charges","Taxes et Frais d’Achats",""
"Purchase Taxes and Charges Template","Modèle de Taxe et Frais d'Achat",""
"Raw Materials Supplied","Matières Premières Fournies",""
"Reason For Putting On Hold","Raison de la mise en attente",""
"Rejected Warehouse","Entrepôt Rejeté",""
"Release Date","Date de la fin de mise en attente",""
"Return","Retour",""
"Return Against Purchase Invoice","Retour contre Facture d’Achat",""
"Returns","Retours",""
"Select Shipping Address","Sélectionner l'Adresse de livraison",""
"Select Supplier Address","Sélectionner l'Adresse du Fournisseur",""
"Set Accepted Warehouse","Définir l'entrepôt de réception",""
"Set Advances and Allocate (FIFO)","Set Advances and Allocate (FIFO)",""
"Start date of current invoice's period","Date de début de la période de facturation en cours",""
"Supplied Items","Articles Fournis",""
"Supplier Invoice Date","Date de la Facture du Fournisseur",""
"Supplier Invoice Details","Détails de la Facture du Fournisseur",""
"Supplier Warehouse","Entrepôt Fournisseur",""
"Tax Withholding Category","Catégorie de taxation à la source",""
"Taxes and Charges Added","Taxes et Frais Additionnels",""
"Taxes and Charges Added (Company Currency)","Taxes et Frais Additionnels (Devise Société)",""
"Taxes and Charges Deducted","Taxes et Frais Déductibles",""
"Taxes and Charges Deducted (Company Currency)","Taxes et Frais Déductibles (Devise Société)",""
"Terms and Conditions1","Termes et conditions",""
"Total Advance","Total Avance",""
"Update Auto Repeat Reference","Mettre à jour la référence de répétition automatique",""
"Warehouse where you are maintaining stock of rejected items","L'entrepôt où vous conservez le stock d'objets refusés",""
"Write Off Amount (Company Currency)","Montant de la Reprise (Devise Société)",""
"Allocated Amount","Montant alloué","context"
"Purchase Invoice Advance","Avance sur Facture d’Achat",""
"Reference Row","Ligne de Référence","context"
"Accepted Qty","Qté acceptée",""
"Accepted Warehouse","Entrepôt Accepté",""
"Asset Category","Catégorie d'actif","context"
"Asset Location","Localisation de l'actif",""
"Discount on Price List Rate (%)","Remise sur la Liste des Prix (%)","context"
"Expense Head","Compte de Charges",""
"HSN/SAC","HSN / SAC",""
"Item Tax Amount Included in Value","Le montant des taxes liées à cet article est inclus dans son prix",""
"Landed Cost Voucher Amount","Montant de la Référence de Coût au Débarquement",""
"PR Detail","Détail PR",""
"Pricing Rules","Règles de tarification","context"
"Purchase Invoice Item","Article de la Facture d'Achat",""
"Purchase Order Item","Article de la commande fournisseur",""
"Purchase Receipt Detail","Détails du reçu d'achat",""
"Rate","Prix unitaire","context"
"Rate ","Prix Unitaire",""
"Raw Materials Supplied Cost","Coût des Matières Premières Fournies",""
"Received Qty","Qté Reçue",""
"Rejected Qty","Qté Rejetée",""
"Rejected Serial No","N° de série Rejeté",""
"Service Stop Date","Date d'arrêt du service",""
"Tax detail table fetched from item master as a string and stored in this field.
Used for Taxes and Charges","La table de détails de taxe est récupérée depuis les données de base de l'article comme une chaîne de caractères et stockée dans ce champ.
Elle est utilisée pour les Taxes et Frais.",""
"% Billed","% Facturé",""
"Completed","Terminé","context"
"Customer Contact Email","Email Contact Client",""
"Customer Mobile No","N° de Portable du Client",""
"Delivered","Livré",""
"Drop Ship","Expédition Directe",""
"Fetch items based on Default Supplier.","Récupérer les articles sur la base du fournisseur par défaut",""
"Get Items from Open Material Requests","Obtenir des Articles de Demandes Matérielles Ouvertes",""
"In Words will be visible once you save the Purchase Order.","En Toutes Lettres. Sera visible une fois que vous enregistrerez la commande fournisseur.",""
"Inter Company Order Reference","Référence de commande inter-société",""
"Order Confirmation Date","Date de confirmation de la commande",""
"Order Confirmation No","No de confirmation de commande",""
"PUR-ORD-.YYYY.-","PUR-ORD-.YYYY.-",""
"Price List Currency","Devise de la Liste de prix","context"
"Pricing Rules","Règles de tarification","context"
"Purchase Order Pricing Rule","Règle de tarification des commandes fournisseur",""
"Ref SQ","Réf SQ",""
"Reqd By Date","Date de livraison prévue",""
"Set Reserve Warehouse","Définir un entrepôt de réserve",""
"Set Target Warehouse","Définir l'entrepôt cible",""
"Sets 'Warehouse' in each row of the Items table.","Défini l'entrepôt dans chaque ligne de la table d'articles",""
"Supply Raw Materials","Fournir les Matières Premières",""
"To Receive","À Recevoir",""
"To Receive and Bill","À Recevoir et Facturer",""
"Tracking","Suivi",""
"Against Blanket Order","Pour la commande avec limites",""
"Blanket Order Rate","Prix unitaire de commande avec limites",""
"Discount on Price List Rate (%)","Remise sur la Liste des Prix (%)","context"
"Expected Delivery Date","Date de livraison prévue",""
"Pricing Rules","Règles de tarification","context"
"Rate","Prix unitaire","context"
"Returned Qty","Qté Retournée",""
"Supplier Quotation","Devis Fournisseur",""
"Supplier Quotation Item","Article Devis Fournisseur",""
"Tax detail table fetched from item master as a string and stored in this field.
Used for Taxes and Charges","Tableau de détail des taxes récupéré depuis les données de base et enregistré dans ce champ.
Utilisé pour les taxes et frais.","context"
"To be delivered to customer","À livrer à la clientèle",""
"BOM Detail No","N° de Détail LDM",""
"Purchase Order Item Supplied","Article Fourni de la commande fournisseur",""
"Rate","Prix unitaire","context"
"Raw Material Item Code","Code d’Article de Matière Première",""
"Reserve Warehouse","Entrepôt de réserve",""
"Stock Uom","Unité de mesure du stock",""
"Supplied Qty","Qté Fournie",""
"Add / Edit Taxes and Charges","Ajouter / Modifier Taxes et Charges",""
"Auto Repeat Detail","Détail de la Répétition Automatique",""
"Completed","Terminé","context"
"Consumed Items","Articles consommés",""
"Get current stock","Obtenir le stock actuel",""
